"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"1747","TC1000010497.hg.1","MARCHF8","220972","membrane associated ring-CH-type finger 8",1.58271162661361,8.24204073706146,5.79119942206285,1.21668551930043e-05,8.96505119484525e-05,3.16798509961415
"1748","TC1000010509.hg.1","AGAP4","119016","ArfGAP with GTPase domain, ankyrin repeat and PH domain 4",1.09652429294832,7.15685544745892,4.05994088917057,0.000627277161102579,0.00188305424580501,-0.75304405535525
"1749","TC1000010737.hg.1","RHOBTB1","9886","Rho related BTB domain containing 1",-2.34684095437343,4.04466585694546,-7.54551762484389,3.12725579910439e-07,7.11720285313412e-06,6.83493666474901
"1750","TC1000010912.hg.1","SAR1A","56681","secretion associated Ras related GTPase 1A",-0.591134244090773,7.5000388494386,-3.2957374579295,0.00366503100018263,0.00779937504414728,-2.4753692104172
"1751","TC1000010925.hg.1","PRF1","5551","perforin 1",1.11082415013198,7.97487704858659,3.89781635829722,0.000914051612181281,0.0025312465634603,-1.1230569115899
"1752","TC1000010993.hg.1","MICU1","10367","mitochondrial calcium uptake 1",-0.641047570080615,6.46580904283595,-2.57959848950085,0.0180311908347111,0.0303475780168908,-3.98952993222439
"1753","TC1000011050.hg.1","AP3M1","26985","adaptor related protein complex 3 subunit mu 1",0.943856105209701,6.68491129767924,4.34964915908962,0.000320194359867355,0.00109012376019689,-0.0894853101166317
"1754","TC1000011352.hg.1","KLLN","100144748","killin, p53 regulated DNA replication inhibitor",-0.889268182947108,4.11053513657771,-4.52932880293906,0.000211247678153582,0.000788339477439052,0.32236000879873
"1755","TC1000011368.hg.1","ANKRD22","118932","ankyrin repeat domain 22",-1.97408003690798,4.34283060307558,-4.30586799734739,0.000354405840323762,0.00118319233499373,-0.189853347984357
"1756","TC1000011469.hg.1","NOC3L","64318","NOC3 like DNA replication regulator",0.971008348841694,2.9909115371978,3.77916397508648,0.00120366586558063,0.00316682021582148,-1.39276187389228
"1757","TC1000011485.hg.1","PDLIM1","9124","PDZ and LIM domain 1",-1.63464163855433,7.18136537091166,-5.17683637931461,4.79608483722481e-05,0.000254396233616287,1.79727764253873
"1758","TC1000011499.hg.1","ALDH18A1","5832","aldehyde dehydrogenase 18 family member A1",0.801129889852709,5.38565674169357,3.115319957778,0.00552113023407986,0.0110614144325451,-2.86950003592012
"1759","TC1000011501.hg.1","TCTN3","26123","tectonic family member 3",0.697784741826119,5.22926347901751,3.05592184282357,0.00631218525830789,0.0123464419531678,-2.99768725981639
"1760","TC1000011515.hg.1","BLNK","29760","B cell linker",1.36608807582978,5.61201526115039,5.82304775047362,1.13446347027421e-05,8.54617799478188e-05,3.23800663770396
"1761","TC1000011553.hg.1","MMS19","64210","MMS19 homolog, cytosolic iron-sulfur assembly component",0.502378669214187,5.36901940120367,2.34799503467081,0.0294381899804031,0.0462128568499702,-4.44258397686614
"1762","TC1000011606.hg.1","BLOC1S2","282991","biogenesis of lysosomal organelles complex 1 subunit 2",-1.73395813688943,5.4507650179036,-7.43704552084118,3.87544068881349e-07,8.21308990014602e-06,6.62023263473255
"1763","TC1000011669.hg.1","LDB1","8861","LIM domain binding 1",1.25203762844982,8.87448005711824,6.24449397424093,4.54672493424235e-06,4.52712698193958e-05,4.15355376018837
"1764","TC1000011690.hg.1","ARL3","403","ADP ribosylation factor like GTPase 3",-0.731601835650845,5.6186470735644,-3.5279047094137,0.00215165405064492,0.00500283931252115,-1.95940144234503
"1765","TC1000011704.hg.1","NT5C2","22978","5'-nucleotidase, cytosolic II",-0.73685160351676,7.89816075885996,-2.83247144769953,0.0103894360811568,0.0188232136058606,-3.47170232227618
"1766","TC1000011718.hg.1","CALHM2","51063","calcium homeostasis modulator family member 2",0.988315465967478,7.0564886684269,5.64645404771252,1.67467030755186e-05,0.000111644687170124,2.84836688385053
"1767","TC1000011749.hg.1","ITPRIP","85450","inositol 1,4,5-trisphosphate receptor interacting protein",-1.59904106972332,6.88385273290853,-8.1686955642163,9.40224282445658e-08,3.03764768174751e-06,8.03659712457371
"1768","TC1000011825.hg.1","BBIP1","92482","BBSome interacting protein 1",-0.614230986648037,5.6055034491488,-2.38505187841451,0.0272468319094888,0.0432133070449154,-4.37162444587967
"1769","TC1000011839.hg.1","GPAM","57678","glycerol-3-phosphate acyltransferase, mitochondrial",0.812188638014211,3.704157758977,3.23665679371943,0.00419325160802904,0.00874619522758201,-2.60517169870514
"1770","TC1000011904.hg.1","ABLIM1","3983","actin binding LIM protein 1",1.932424224952,8.41239482870823,7.39549752810028,4.20906535443694e-07,8.75940627815256e-06,6.53755998690161
"1771","TC1000011948.hg.1","PDZD8","118987","PDZ domain containing 8",-1.09123384657093,7.14184939542986,-4.23434119688562,0.000418383798980879,0.00134793106784635,-0.353791536927574
"1772","TC1000011969.hg.1","FAM204A","63877","family with sequence similarity 204 member A",-1.25063441565415,5.01884114838762,-4.89384583178991,9.13381701358191e-05,0.000420720185471071,1.15535182979651
"1773","TC1000012011.hg.1","RGS10","6001","regulator of G protein signaling 10",-1.91463454357082,7.19457404733102,-7.23960538438271,5.74982817136951e-07,1.05833490644331e-05,6.22522217966651
"1774","TC1000012121.hg.1","OAT","4942","ornithine aminotransferase",-1.28271598230411,6.26969729509175,-6.25258576308452,4.46856990712078e-06,4.48249121253566e-05,4.17092278915277
"1775","TC1000012389.hg.1","ADAM8","101","ADAM metallopeptidase domain 8",-0.54989335502182,7.20661871577443,-2.56459488002137,0.0186215521829245,0.0311934630475386,-4.0195383061157
"1776","TC1000012482.hg.1","ENTPD1","953","ectonucleoside triphosphate diphosphohydrolase 1",-0.844428974243757,7.81526467688391,-3.59114695147856,0.00185962735012997,0.00445385088522574,-1.81746564642542
"1777","TC1000012483.hg.1","CC2D2B","387707","coiled-coil and C2 domain containing 2B",-0.98864665432663,2.32747959320787,-3.68972453909728,0.00148070964203198,0.00369977206391982,-1.59525728417464
"1778","TC1000012495.hg.1","BORCS7","119032","BLOC-1 related complex subunit 7",-0.648835527669352,4.15765228870502,-2.87772085398706,0.00939931966266538,0.0172869653031505,-3.37684576030859
"1779","TC1000012505.hg.1","LHPP","64077","phospholysine phosphohistidine inorganic pyrophosphate phosphatase",1.14223497175967,4.78105250622843,4.49436043099649,0.000229032775378897,0.000838455960578847,0.24223645332324
"1780","TC1000012567.hg.1","AGAP5","729092","ArfGAP with GTPase domain, ankyrin repeat and PH domain 5",1.17004865629024,7.35850891396634,5.14013414090595,5.21195511832853e-05,0.000271362168986622,1.71433503188258
"1781","TC1000012584.hg.1","ERLIN1","10613","ER lipid raft associated 1",-0.938106537057587,5.90281415021387,-3.92578514759142,0.000856588804926164,0.0023999031405451,-1.05933234155567
"1782","TC1000012589.hg.1","MRPL43","84545","mitochondrial ribosomal protein L43",0.69220838019853,6.40666391886777,3.09960893891831,0.0057204757878968,0.0113965494351372,-2.90348727150513
"1783","TC1100006485.hg.1","TMEM80","283232","transmembrane protein 80",0.74864606615929,6.63128787614338,4.24244254340954,0.000410590602267437,0.001328381360277,-0.33522687237273
"1784","TC1100006487.hg.1","TALDO1","6888","transaldolase 1",-0.776275604483539,7.90705633482003,-3.19301017170852,0.00463050292503616,0.0095114263170248,-2.70061741289641
"1785","TC1100006494.hg.1","CD151","977","CD151 molecule (Raph blood group)",-1.19736799880602,6.25938489370012,-5.22178063238705,4.33248488461623e-05,0.000236876688366,1.89870519951342
"1786","TC1100006547.hg.1","MRPL23","6150","mitochondrial ribosomal protein L23",-0.471515868315007,3.12481273292021,-2.65744525044461,0.0152412993056501,0.0261733985529629,-3.83248038141487
"1787","TC1100006576.hg.1","CD81","975","CD81 molecule",0.753732088465211,7.17537555962042,3.73046446660216,0.00134744012918013,0.00345551904612934,-1.50311591627901
"1788","TC1100006658.hg.1","OR52K1","390036","olfactory receptor family 52 subfamily K member 1",0.887822505256036,4.48466687515435,2.76689902590016,0.0120031170576579,0.0213368221648247,-3.60804458496466
"1789","TC1100006704.hg.1","OR52N4","390072","olfactory receptor family 52 subfamily N member 4",0.669772914583419,2.62786642006261,2.51436701792618,0.0207330321390779,0.0341607020265833,-4.1193620321404
"1790","TC1100006749.hg.1","ZNF215","7762","zinc finger protein 215",-0.69738462804608,2.61819768782516,-3.13780314021399,0.0052475478114725,0.0105913809038894,-2.82076406114073
"1791","TC1100006815.hg.1","WEE1","7465","WEE1 G2 checkpoint kinase",0.680531446073523,4.8721320798313,2.48641074055337,0.0220036150329131,0.0359464998062442,-4.17448811674935
"1792","TC1100006831.hg.1","ADM","133","adrenomedullin",-1.99650918573722,7.19602996283428,-7.03841916722598,8.64149551360348e-07,1.41573437137759e-05,5.81715854879381
"1793","TC1100006906.hg.1","FAR1","84188","fatty acyl-CoA reductase 1",-0.950011476548855,7.44035223234923,-4.74032389435136,0.000129887581883181,0.000545530240141923,0.805155352751468
"1794","TC1100007003.hg.1","LDHA","3939","lactate dehydrogenase A",-1.5416402532048,7.74658375152563,-5.23531862917611,4.20198583106263e-05,0.000231109220708445,1.92922568157466
"1795","TC1100007049.hg.1","HTATIP2","10553","HIV-1 Tat interactive protein 2",-1.37322563418913,5.99335519117543,-6.91530054115894,1.11181780414058e-06,1.66232953240436e-05,5.56469341139933
"1796","TC1100007050.hg.1","PRMT3","10196","protein arginine methyltransferase 3",0.940416778604273,4.22898120784464,2.78089849142038,0.0116396833511788,0.0207462436736574,-3.57905035308422
"1797","TC1100007139.hg.1","METTL15","196074","methyltransferase like 15",0.937537386136251,5.01622445854145,3.25724746158508,0.00400122142897101,0.00838731533659078,-2.56001032338176
"1798","TC1100007185.hg.1","ELP4","26610","elongator acetyltransferase complex subunit 4",0.839514240868197,5.48038679857545,2.87466510616962,0.00946322883617204,0.0173837444227097,-3.3832707187249
"1799","TC1100007216.hg.1","PRRG4","79056","proline rich and Gla domain 4",-1.37155927781535,6.14738856998576,-4.32941411328466,0.000335573074302544,0.00113329503163579,-0.135875160512337
"1800","TC1100007217.hg.1","QSER1","79832","glutamine and serine rich 1",1.56202600320248,6.08269770266554,6.83511019617191,1.31157440443403e-06,1.85873427867645e-05,5.39914513247737
"1801","TC1100007257.hg.1","CAT","847","catalase",1.35036825145063,7.27379664656847,4.7488662416001,0.000127362169674203,0.000536873379466073,0.824669665613982
"1802","TC1100007301.hg.1","PRR5L","79899","proline rich 5 like",1.05250798199717,5.81051400243708,4.7379488908844,0.00013059867990149,0.000547518966556154,0.799729312261523
"1803","TC1100007366.hg.1","TTC17","55761","tetratricopeptide repeat domain 17",0.895065204335467,6.55548067660099,3.57857901106881,0.00191436174276855,0.00455313456219575,-1.84571312958025
"1804","TC1100007394.hg.1","CD82","3732","CD82 molecule",-1.26565109204696,7.53387086444293,-5.2431803782701,4.12804772288507e-05,0.000228128953106807,1.94694268422834
"1805","TC1100007507.hg.1","PTPRJ","5795","protein tyrosine phosphatase receptor type J",-1.17648541746317,7.96492343752357,-4.01312694479821,0.000699332156247041,0.00204877270885309,-0.860029113249665
"1806","TC1100007763.hg.1","MS4A3","932","membrane spanning 4-domains A3",-0.986531675905441,4.26085296976366,-2.32336576152219,0.0309837717041736,0.0483598058355682,-4.48940301500298
"1807","TC1100007771.hg.1","MS4A1","931","membrane spanning 4-domains A1",1.46565620348163,6.6964625402182,4.5370234995351,0.000207524997393445,0.00077695744567076,0.33998800037717
"1808","TC1100007785.hg.1","TMEM109","79073","transmembrane protein 109",1.1174295138705,7.7811727383637,5.81619755787919,1.15165447396195e-05,8.60945577622044e-05,3.22295530494311
"1809","TC1100007787.hg.1","CD6","923","CD6 molecule",1.05440270319952,7.01113087764085,3.78343925989412,0.00119179645021425,0.00314095812891605,-1.38306369241545
"1810","TC1100007790.hg.1","CD5","921","CD5 molecule",1.19389779146633,7.90990164819701,6.20738937598386,4.92350162174434e-06,4.78621214768302e-05,4.07380451817283
"1811","TC1100007801.hg.1","TMEM138","51524","transmembrane protein 138",0.905759517449252,7.1375080549165,3.4234491638908,0.00273595785449359,0.00610634071872482,-2.19261233819231
"1812","TC1100007874.hg.1","POLR2G","5436","RNA polymerase II subunit G",-0.802189401287793,4.70088920869217,-3.22751306639396,0.00428138366173156,0.0089099065392792,-2.62519939447095
"1813","TC1100007899.hg.1","PLAAT4","5920","phospholipase A and acyltransferase 4",0.905242963610881,6.76835700675414,3.83279890039695,0.00106290225013858,0.00285770574754656,-1.27098246685555
"1814","TC1100007906.hg.1","RTN3","10313","reticulon 3",-0.608884539877742,9.18185776737301,-2.65089025640998,0.0154594741876934,0.0265117931503873,-3.84578980071106
"1815","TC1100007948.hg.1","PRDX5","25824","peroxiredoxin 5",-0.920411035494898,6.93228590405915,-3.17529046054295,0.0048204288515316,0.0098454382378762,-2.73925283259595
"1816","TC1100008008.hg.1","POLA2","23649","DNA polymerase alpha 2, accessory subunit",0.93647188725958,5.34304512226674,4.06250570695977,0.000623551242931267,0.00187430497224623,-0.747179807804143
"1817","TC1100008010.hg.1","CDC42EP2","10435","CDC42 effector protein 2",0.817441225280803,7.14235627826211,3.80268798763737,0.00113978067463897,0.00302283967671186,-1.33937969309279
"1818","TC1100008041.hg.1","CTSW","1521","cathepsin W",1.02160097980545,8.34739571038889,3.72573716468057,0.00136227266174521,0.00348295500678633,-1.5138161467003
"1819","TC1100008049.hg.1","BANF1","8815","BAF nuclear assembly factor 1",0.823313194659812,7.6802995026043,3.22180811825086,0.00433728366651171,0.00900190949653373,-2.63768647341717
"1820","TC1100008144.hg.1","GSTP1","2950","glutathione S-transferase pi 1",1.07700832033647,8.03516259689327,5.79210764547533,1.21425821155829e-05,8.96145836645253e-05,3.1699834615895
"1821","TC1100008218.hg.1","TPCN2","219931","two pore segment channel 2",-0.639085322505334,5.87273347239286,-2.92896377463307,0.00838742279861177,0.0157264177473971,-3.2687018283752
"1822","TC1100008270.hg.1","CTTN","2017","cortactin",-1.75175806443634,6.63422540864336,-5.9728904080112,8.17566200857958e-06,6.86755608720685e-05,3.565918802392
"1823","TC1100008330.hg.1","IL18BP","10068","interleukin 18 binding protein",1.43135100659925,6.5717321590659,5.94414097838161,8.70418265218446e-06,7.16815041944602e-05,3.50320329099414
"1824","TC1100008398.hg.1","PAAF1","80227","proteasomal ATPase associated factor 1",0.756210209866508,3.81200306932065,2.96304883556128,0.00777330765636978,0.0147424800379427,-3.19636011777792
"1825","TC1100008505.hg.1","EMSY","56946","EMSY transcriptional repressor, BRCA2 interacting",1.24762420263643,7.58365795361836,4.66854989375226,0.000153212392083694,0.000622287946005352,0.641081104245308
"1826","TC1100008673.hg.1","TMEM135","65084","transmembrane protein 135",0.972244362429017,3.80527382437687,3.85691853106034,0.00100505908501742,0.00272658424708191,-1.21614267830496
"1827","TC1100008899.hg.1","CEP126","57562","centrosomal protein 126",0.768890117159882,2.79179095614448,4.02711141483539,0.000676981527519492,0.0019959506427186,-0.828080647680482
"1828","TC1100008955.hg.1","AASDHPPT","60496","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase",1.01330551756073,5.08992480279974,4.16999786575312,0.000485790071005912,0.00152980479274285,-0.501191848271318
"1829","TC1100008985.hg.1","ATM","472","ATM serine/threonine kinase",0.911248009189888,8.50257326226856,4.38695377085996,0.000293676352403809,0.00101546540200102,-0.00396117355430103
"1830","TC1100009068.hg.1","NCAM1","4684","neural cell adhesion molecule 1",1.44686903065279,5.55959947444987,4.28334468240638,0.000373414100801456,0.00123579738230854,-0.241482876737968
"1831","TC1100009078.hg.1","TTC12","54970","tetratricopeptide repeat domain 12",0.928250553756227,5.08223792726154,3.34028809800913,0.00331031889042332,0.00716527044927162,-2.37705535230347
"1832","TC1100009166.hg.1","PAFAH1B2","5049","platelet activating factor acetylhydrolase 1b catalytic subunit 2",-1.33273222098897,7.72411143330206,-5.26329182918839,3.94487749000649e-05,0.000219847213556453,1.99224235717706
"1833","TC1100009171.hg.1","RNF214","257160","ring finger protein 214",1.04434611073794,4.75717966680042,5.0752521845045,6.039088564082e-05,0.000304349504648377,1.56746768164606
"1834","TC1100009191.hg.1","IL10RA","3587","interleukin 10 receptor subunit alpha",1.18965097411263,8.01569988258068,6.00802582133697,7.57415731955294e-06,6.49208520214683e-05,3.64243424519307
"1835","TC1100009200.hg.1","CD3E","916","CD3e molecule",2.74678269166949,9.29022546456353,11.38910557478,4.05797692011648e-10,1.04154740949656e-07,13.4296181407332
"1836","TC1100009202.hg.1","CD3G","917","CD3g molecule",1.83280812652732,6.84587695110306,4.99425848776485,7.26189761055884e-05,0.000353157546955598,1.38372220668596
"1837","TC1100009207.hg.1","KMT2A","4297","lysine methyltransferase 2A",1.1985046492323,6.95991079996927,4.48379326070662,0.000234698926779398,0.000855808241295042,0.218019846777637
"1838","TC1100009225.hg.1","CXCR5","643","C-X-C motif chemokine receptor 5",1.36745773900611,6.26399956464075,7.12186020857335,7.29320974158969e-07,1.25726227634867e-05,5.98707906705836
"1839","TC1100009237.hg.1","VPS11","55823","VPS11 core subunit of CORVET and HOPS complexes",0.554625392119765,6.37500872695143,2.39417821127318,0.0267308985723212,0.0424679337703316,-4.35405499833336
"1840","TC1100009245.hg.1","CBL","867","Cbl proto-oncogene",0.69315516715924,7.28218380614592,2.75030077011805,0.0124480477357938,0.0220429208659897,-3.64233874786155
"1841","TC1100009287.hg.1","ARHGEF12","23365","Rho guanine nucleotide exchange factor 12",-0.76119167973116,6.4545607643784,-2.51058250278747,0.0209009135615778,0.0343882552188352,-4.12684304576877
"1842","TC1100009334.hg.1","CRTAM","56253","cytotoxic and regulatory T cell molecule",0.828035857008514,2.62603282832051,2.65419413858723,0.0153491413194256,0.0263323553270502,-3.83908343727169
"1843","TC1100009395.hg.1","TBRG1","84897","transforming growth factor beta regulator 1",0.897752225429209,6.43092576733498,3.68403520004084,0.00150033181451452,0.00373869092937275,-1.60811130463797
"1844","TC1100009398.hg.1","NRGN","4900","neurogranin",-1.20722325331668,7.33951224770095,-5.55659260752735,2.04449948066626e-05,0.000131815237136609,2.64884148672893
"1845","TC1100009450.hg.1","DCPS","28960","decapping enzyme, scavenger",0.899058612109384,5.60982496006495,4.46223091868613,0.0002467030555258,0.000886289359665005,0.168601071827577
"1846","TC1100009453.hg.1","ST3GAL4","6484","ST3 beta-galactoside alpha-2,3-sialyltransferase 4",-1.3446852605327,5.43974108887264,-4.05041824432236,0.000641306569515162,0.00190658709855859,-0.77481436774219
"1847","TC1100009521.hg.1","APLP2","334","amyloid beta precursor like protein 2",-1.80725859282549,9.15794900642265,-7.42520057869246,3.96766908769312e-07,8.37015122609234e-06,6.59668796079624
"1848","TC1100009611.hg.1","JAM3","83700","junctional adhesion molecule 3",-1.95781647495926,5.44729540890226,-5.8182225281505,1.14654507386105e-05,8.60945577622044e-05,3.22740513754155
"1849","TC1100009813.hg.1","CDKN1C","1028","cyclin dependent kinase inhibitor 1C",-0.624420307631203,6.00561969979909,-2.61398226036033,0.0167441556060699,0.0284091071979592,-3.92043883924726
"1850","TC1100009962.hg.1","FHIP1B","84067","FHF complex subunit HOOK interacting protein 1B",-0.778898706165433,6.6922023799194,-3.45982923131147,0.00251660825213216,0.00567988770144141,-2.11157286396339
"1851","TC1100010003.hg.1","CYB5R2","51700","cytochrome b5 reductase 2",-0.627745519644144,5.29674065962092,-2.86302392179414,0.00971053903390727,0.017760368304296,-3.40772204885612
"1852","TC1100010033.hg.1","TRIM66","9866","tripartite motif containing 66",0.836804390165055,4.11672445103084,2.9886041351889,0.00734154818681348,0.0140214769008178,-3.14191564462863
"1853","TC1100010058.hg.1","DENND5A","23258","DENN domain containing 5A",-1.09315426900804,6.7715447715243,-4.38666993435619,0.000293869533003326,0.00101546540200102,-0.00461188860551864
"1854","TC1100010077.hg.1","SBF2","81846","SET binding factor 2",-0.770226165848879,7.07928164092392,-3.47183006301767,0.00244811778589382,0.00556039507240404,-2.08479581185404
"1855","TC1100010089.hg.1","RNF141","50862","ring finger protein 141",-1.12568357479907,7.78496183859218,-4.71586850544273,0.000137401340180446,0.000568811999671738,0.749272628697782
"1856","TC1100010156.hg.1","BTBD10","84280","BTB domain containing 10",-0.641744939940259,4.91567666192586,-2.97067890326664,0.00764189579000494,0.0145290364402563,-3.18012283649133
"1857","TC1100010175.hg.1","RRAS2","22800","RAS related 2",0.840916699074964,5.03884943576159,3.52392108056697,0.00217149339887857,0.00503882446148618,-1.96832424066025
"1858","TC1100010185.hg.1","CYP2R1","120227","cytochrome P450 family 2 subfamily R member 1",1.62701871602786,3.54938001182889,5.27679296455087,3.82657850803486e-05,0.000215332432486249,2.02263407666967
"1859","TC1100010274.hg.1","SPTY2D1","144108","SPT2 chromatin protein domain containing 1",-1.08195861084569,5.20038601999507,-5.51500611850402,2.24295897398189e-05,0.000140412878859029,2.55623118245423
"1860","TC1100010346.hg.1","FANCF","2188","FA complementation group F",1.17723419132074,5.05110952077611,4.63452910341077,0.000165706491455269,0.000659729938070933,0.563246792717996
"1861","TC1100010349.hg.1","SVIP","258010","small VCP interacting protein",-1.10670643834935,4.52663005221424,-5.90057524033914,9.5727396902295e-06,7.63835187717794e-05,3.40798508964046
"1862","TC1100010705.hg.1","AMBRA1","55626","autophagy and beclin 1 regulator 1",1.09443209442952,8.01540447836401,5.93177864363103,8.94210228021171e-06,7.28615741350584e-05,3.47620605445763
"1863","TC1100010733.hg.1","SPI1","6688","Spi-1 proto-oncogene",-0.734557757365273,8.80262564414322,-3.47152267004638,0.00244984901130837,0.00556039507240404,-2.08548195527662
"1864","TC1100010761.hg.1","FNBP4","23360","formin binding protein 4",1.39805153984967,7.58356768102978,4.87153947155474,9.61224373059748e-05,0.000435873037209977,1.10454192956391
"1865","TC1100010887.hg.1","SSRP1","6749","structure specific recognition protein 1",0.958858485517926,5.67551004904786,3.96940502400899,0.000774076502873055,0.00222402577318005,-0.95985070029421
"1866","TC1100010946.hg.1","LPXN","9404","leupaxin",1.18086338331611,6.89079096183151,4.6380775604103,0.000164356585706581,0.000656857634917305,0.571366830581068
"1867","TC1100010962.hg.1","MPEG1","219972","macrophage expressed 1",1.16797295643003,8.80852828165962,3.60633531343136,0.00179554080835783,0.00433180080136458,-1.78330250513663
"1868","TC1100010990.hg.1","MRPL16","54948","mitochondrial ribosomal protein L16",0.62671463458715,5.49246606892216,2.85095168818961,0.00997354949813947,0.0182040209966982,-3.43303622964425
"1869","TC1100010992.hg.1","TCN1","6947","transcobalamin 1",-1.94345083523984,4.50295887705551,-4.61452190345226,0.000173530098062678,0.00068288675728243,0.51745668777937
"1870","TC1100010996.hg.1","MS4A6A","64231","membrane spanning 4-domains A6A",-0.989226866914155,7.98310125606513,-3.68658150951108,0.00149151810666223,0.00371873375757123,-1.60235880553527
"1871","TC1100011014.hg.1","SLC15A3","51296","solute carrier family 15 member 3",-0.579285844837802,5.88620589112923,-2.92101838466747,0.00853715008190187,0.0159682726228286,-3.28551883050064
"1872","TC1100011058.hg.1","FTH1","2495","ferritin heavy chain 1",-0.682501380949301,12.0688852500798,-4.05409821937947,0.000635848162678576,0.00190060823136605,-0.766401807854741
"1873","TC1100011131.hg.1","ZFTA","65998","zinc finger translocation associated",1.27848849558707,10.3526141452751,5.42467699577464,2.74467352574864e-05,0.000165109266783317,2.35450165171849
"1874","TC1100011157.hg.1","PPP1R14B","26472","protein phosphatase 1 regulatory inhibitor subunit 14B",-0.801760296415758,7.54171437662568,-4.22143337568596,0.000431108535665755,0.00138218003801234,-0.38336814419174
"1875","TC1100011182.hg.1","PYGM","5837","glycogen phosphorylase, muscle associated",-0.712378011270115,4.44071255165486,-3.02998847029963,0.00669103295121738,0.012955814012835,-3.05338564656344
"1876","TC1100011190.hg.1","EHD1","10938","EH domain containing 1",-0.645883780960911,7.80080818588911,-2.64291187136273,0.015729017245298,0.0268941745644991,-3.86196852376005
"1877","TC1100011192.hg.1","ATG2A","23130","autophagy related 2A",-1.35769417923628,7.23416773450916,-6.06348115760479,6.71561260780292e-06,6.02449131030088e-05,3.76290495724017
"1878","TC1100011260.hg.1","C11orf68","83638","chromosome 11 open reading frame 68",0.693391787240947,6.48754364706584,3.23778305109061,0.00418251936853225,0.00872775044382069,-2.6027036685814
"1879","TC1100011338.hg.1","CDK2AP2","10263","cyclin dependent kinase 2 associated protein 2",0.811372518527083,6.68233542034271,3.39705943188853,0.002906724197856,0.00641311642506912,-2.25126686741353
"1880","TC1100011372.hg.1","CHKA","1119","choline kinase alpha",-1.22696754669432,4.18373294403391,-4.40234955162384,0.000283387185717897,0.000986465353319169,0.0313343479044228
"1881","TC1100011602.hg.1","UCP2","7351","uncoupling protein 2",1.9028314310516,8.68320953501369,8.71954954703862,3.39122982457171e-08,1.53602762642366e-06,9.05400170007985
"1882","TC1100011739.hg.1","ALG8","79053","ALG8 alpha-1,3-glucosyltransferase",1.1609987890208,4.22065225458537,4.70663185369427,0.000140352394099745,0.000579471010492244,0.728159976428
"1883","TC1100011744.hg.1","GAB2","9846","GRB2 associated binding protein 2",-0.924819770286004,5.74981029404155,-2.94208887262152,0.00814560690849665,0.0153602873131651,-3.2408830772942
"1884","TC1100011794.hg.1","PRCP","5547","prolylcarboxypeptidase",-0.620134331526765,6.68287758779275,-2.48819334753521,0.0219204674993711,0.0358233321001395,-4.17098251596245
"1885","TC1100011833.hg.1","SYTL2","54843","synaptotagmin like 2",1.02095458598823,6.05749983302852,4.4393051768453,0.000260145975648326,0.000924518774996359,0.116051655763638
"1886","TC1100011930.hg.1","CHORDC1","26973","cysteine and histidine rich domain containing 1",0.995084111352854,6.61839655018966,4.11156656185844,0.000556393525984021,0.00171255035979092,-0.634956297009754
"1887","TC1100012012.hg.1","CWC15","51503","CWC15 spliceosome associated protein homolog",-1.11847325661052,4.21813350881834,-5.62146045604172,1.77007915810059e-05,0.000116795068946739,2.79295431375702
"1888","TC1100012019.hg.1","SESN3","143686","sestrin 3",1.09624981719314,6.10471397185915,4.7549931465404,0.000125581511172318,0.000532770047397714,0.838664217375443
"1889","TC1100012037.hg.1","MAML2","84441","mastermind like transcriptional coactivator 2",1.26024607964542,6.91514094322803,4.45200714352869,0.000252609246758125,0.000902594524379378,0.145167232891251
"1890","TC1100012052.hg.1","CCDC82","79780","coiled-coil domain containing 82",-0.878804600965713,4.96074389676209,-2.94136346518288,0.00815879464263856,0.0153788785185598,-3.24242182869655
"1891","TC1100012126.hg.1","MMP8","4317","matrix metallopeptidase 8",-3.51165970366085,5.64173621269765,-5.79332951184462,1.21100048762487e-05,8.96145836645253e-05,3.17267178865161
"1892","TC1100012165.hg.1","CASP4","837","caspase 4",-0.959813073590622,8.48495329221527,-3.11564303297116,0.00551710257771641,0.0110581405245336,-2.86880053565608
"1893","TC1100012186.hg.1","MSANTD4","84437","Myb/SANT DNA binding domain containing 4 with coiled-coils",1.52037933217932,4.73582572230242,5.84321486895994,1.08536313774272e-05,8.28416675045044e-05,3.28228781290111
"1894","TC1100012225.hg.1","NPAT","4863","nuclear protein, coactivator of histone transcription",1.90895596586603,5.46119015465868,7.5904336075492,2.8627951097427e-07,6.71033255903232e-06,6.92336007473915
"1895","TC1100012358.hg.1","USP28","57646","ubiquitin specific peptidase 28",1.6903763606418,5.33950162107984,3.92684291285199,0.000854487730364117,0.00239546924410329,-1.05692131806107
"1896","TC1100012444.hg.1","PCSK7","9159","proprotein convertase subtilisin/kexin type 7",0.763375657564632,6.36871612516016,3.65429032933245,0.00160719016270688,0.0039411988066379,-1.6752578568814
"1897","TC1100012478.hg.1","CD3D","915","CD3d molecule",0.925167760799263,5.56868081143564,3.37323129767392,0.00306987703124002,0.00672490843258837,-2.3041297609229
"1898","TC1100012508.hg.1","RPS25","6230","ribosomal protein S25",-1.40939234830417,8.54423050671819,-5.42721756597217,2.72910235395057e-05,0.000164386608543046,2.36018589849583
